CPE Name
cpe:2.3:o:microsoft:windows_ce:2.10:*:*:*:*:*:*:*
cpe:2.3:o:microsoft:windows_ce:4.20.1081:*:*:*:*:*:*:*
cpe:2.3:o:microsoft:windows_ce:4.21.1088:*:*:*:*:*:*:*
cpe:2.3:a:microsoft:windows_media_player:10.00.00.4036:*:*:*:*:*:*:*
cpe:2.3:o:microsoft:windows-ce:4.21.1088:*:*:*:*:*:*:*
cpe:2.3:o:microsoft:windows-ce:2.10:*:*:*:*:*:*:*
cpe:2.3:o:microsoft:windows-ce:4.20.1081:*:*:*:*:*:*:*
cpe:2.3:a:microsoft:windows_media_player:10.00.00.3646:*:*:*:*:*:*:*
cpe:2.3:a:microsoft:windows_media_player:10.00.00.3990:*:*:*:*:*:*:*
cpe:2.3:a:microsoft:windows_media_player:10.00.00.4019:*:*:*:*:*:*:*
cpe:2.3:a:microsoft:windows_media_player:10:*:*:*:*:*:*:*
cpe:2.3:a:microsoft:office_2013_rt:-:*:*:*:*:*:*:*
cpe:2.3:o:microsoft:windows_2003_server:-:r2_sp2:*:*:*:*:*:*
cpe:2.3:o:microsoft:windows_10:-:*:*:*:*:*:x64:*
cpe:2.3:o:microsoft:windows_10:-:*:*:*:*:*:x86:*
cpe:2.3:o:microsoft:windows_10:1511:*:*:*:*:*:x64:*
cpe:2.3:o:microsoft:windows_10:1511:*:*:*:*:*:x86:*
cpe:2.3:o:microsoft:windows_10:-:gold:*:*:*:*:x64:*
cpe:2.3:o:microsoft:windows_10:-:gold:*:*:*:*:x86:*
cpe:2.3:o:microsoft:windows_10:1607:*:*:*:*:*:x86:*
cpe:2.3:o:microsoft:windows_10:1607:*:*:*:*:*:x64:*
cpe:2.3:o:microsoft:windows_10:1703:*:*:*:*:*:*:*
cpe:2.3:o:microsoft:windows_10:1703:*:*:*:*:*:x64:*
cpe:2.3:o:microsoft:windows_10:1709:*:*:*:*:*:x64:*
cpe:2.3:o:microsoft:windows_10:1709:*:*:*:*:*:*:*
cpe:2.3:o:microsoft:windows_server_2003:-:*:*:*:*:*:x64:*
cpe:2.3:o:microsoft:windows_server_2003:-:sp2:*:*:*:*:x64:*
cpe:2.3:o:microsoft:windows_server_2003:-:*:*:*:*:*:itanium:*
cpe:2.3:o:microsoft:windows_server_2003:-:sp2:*:*:*:*:itanium:*
cpe:2.3:o:microsoft:windows_server_2003:r2:sp2:*:*:*:*:*:*
cpe:2.3:o:microsoft:windows_server_2003:r2:sp2:*:*:*:*:x64:*
cpe:2.3:a:intel:matrix_storage_manager:8.9.0.1023:*:*:*:*:*:*:*
cpe:2.3:o:microsoft:windows_10:1803:*:*:*:*:*:*:*
cpe:2.3:o:microsoft:windows_10:1803:*:*:*:*:*:x64:*
cpe:2.3:o:microsoft:windows_10:1809:*:*:*:*:*:*:*
cpe:2.3:o:microsoft:windows_10:1809:*:*:*:*:*:x64:*
cpe:2.3:o:microsoft:windows_2000:-:-:*:*:advanced_server:*:*:*
cpe:2.3:o:microsoft:windows_2000:-:-:*:*:datacenter_server:*:*:*
cpe:2.3:o:microsoft:windows_2000:-:-:*:*:professional:*:*:*
cpe:2.3:o:microsoft:windows_2000:-:-:*:*:server:*:*:*
cpe:2.3:o:microsoft:windows_2000:-:sp1:*:*:advanced_server:*:*:*
cpe:2.3:o:microsoft:windows_2000:-:sp1:*:*:datacenter_server:*:*:*
cpe:2.3:o:microsoft:windows_2000:-:sp1:*:*:professional:*:*:*
cpe:2.3:o:microsoft:windows_2000:-:sp1:*:*:server:*:*:*
cpe:2.3:o:microsoft:windows_2000:-:sp2:*:*:advanced_server:*:*:*
cpe:2.3:o:microsoft:windows_2000:-:sp2:*:*:datacenter_server:*:*:*
cpe:2.3:o:microsoft:windows_2000:-:sp2:*:*:professional:*:*:*
cpe:2.3:o:microsoft:windows_2000:-:sp2:*:*:server:*:*:*
cpe:2.3:o:microsoft:windows_2000:-:sp3:*:*:advanced_server:*:*:*
cpe:2.3:o:microsoft:windows_2000:-:sp3:*:*:datacenter_server:*:*:*
cpe:2.3:o:microsoft:windows_2000:-:sp3:*:*:professional:*:*:*
cpe:2.3:o:microsoft:windows_2000:-:sp3:*:*:server:*:*:*
cpe:2.3:o:microsoft:windows_2000:-:sp4:*:*:advanced_server:*:*:*
cpe:2.3:o:microsoft:windows_2000:-:sp4:*:*:datacenter_server:*:*:*
cpe:2.3:o:microsoft:windows_2000:-:sp4:*:*:professional:*:*:*
cpe:2.3:o:microsoft:windows_2000:-:sp4:*:*:server:*:*:*
cpe:2.3:o:microsoft:windows_10:1903:*:*:*:*:*:x64:*
cpe:2.3:a:microsoft:project_rome:0.10.6:*:*:*:*:*:*:*
cpe:2.3:o:microsoft:windows_10:1809:*:*:*:*:*:arm64:*
cpe:2.3:a:microsoft:windows_admin_center:1910:*:*:*:*:*:*:*
cpe:2.3:a:microsoft:windows_10_update_assistant:-:*:*:*:*:*:*:*
cpe:2.3:o:microsoft:windows_10:1909:*:*:*:*:*:x64:*
cpe:2.3:o:microsoft:windows_10_mobile:-:*:*:*:*:*:*:*
cpe:2.3:o:microsoft:windows_10:1909:*:*:*:*:*:*:*
cpe:2.3:o:microsoft:windows_server_2016:1909:*:*:*:*:*:*:*
cpe:2.3:o:microsoft:windows_10:1709:*:*:*:*:*:x86:*
cpe:2.3:o:microsoft:windows_2003_server:-:sp2:*:*:*:*:itanium:*
cpe:2.3:o:microsoft:windows_10:1809:*:*:*:*:*:hololens:*
cpe:2.3:o:microsoft:windows_10:1903:*:*:*:*:*:hololens:*
cpe:2.3:o:microsoft:windows_10:2004:*:*:*:*:*:hololens:*
cpe:2.3:o:microsoft:windows_10:2004:*:*:*:*:*:x64:*
cpe:2.3:a:microsoft:windows_host_compute_service_shim:0.5.10:*:*:*:*:*:*:*
cpe:2.3:a:microsoft:windows_host_compute_service_shim:0.6.10:*:*:*:*:*:*:*
cpe:2.3:o:microsoft:windows_10:2004:*:*:*:*:*:*:*
cpe:2.3:o:microsoft:windows_10:1903:*:*:*:*:*:arm64:*
cpe:2.3:o:microsoft:windows_10:1903:*:*:*:*:*:x86:*
cpe:2.3:o:microsoft:windows_10:1909:*:*:*:*:*:arm64:*
