2021-09-26,2021-10-25,cpe:2.3:o:microsoft:windows_10:*:*:*:*:*:*:*:*,Win10
2021-09-26,2021-10-25,cpe:2.3:o:microsoft:windows_xp:-:*:*:*:*:*:*:*,WinXP
2021-09-26,2021-10-25,cpe:2.3:o:microsoft:windows_server_2012:r2:*:*:*:*:*:*:*,Win2012R2
2021-09-26,2021-10-25,cpe:2.3:a:microsoft:internet_explorer:-:*:*:*:*:*:*:*,IE
